,lat,lon,Ca_r,Cf_r,An_r,rms
236,76.252639,230.737845,0.74761,0.92988,0.55607,13.92
237,76.2528,230.735735,0.74761,0.92988,0.55607,21.29
238,76.252961,230.733626,0.7553300000000001,0.90748,0.5475800000000001,31.59
239,76.252787,230.735913,0.74761,0.92988,0.55607,19.63
240,76.252932,230.73824,0.74761,0.92988,0.55607,10.62
241,76.253093,230.736131,0.7553300000000001,0.90748,0.5475800000000001,22.87
242,76.25325500000001,230.734022,0.7553300000000001,0.90748,0.5475800000000001,38.39
243,76.25308000000001,230.736309,0.7553300000000001,0.90748,0.5475800000000001,21.32
244,76.253225,230.738639,0.77232,0.8735,0.53676,10.89
245,76.25338599999999,230.736529,0.7553300000000001,0.90748,0.5475800000000001,23.53
246,76.253547,230.734419,0.7553300000000001,0.90748,0.5475800000000001,24.63
247,76.253372,230.736706,0.7553300000000001,0.90748,0.5475800000000001,22.85
248,76.253517,230.73904,0.77696,0.85805,0.53136,22.29
249,76.25367800000001,230.73693,0.77696,0.85805,0.53136,26.26
250,76.25384,230.734821,0.7553300000000001,0.90748,0.5475800000000001,14.33
251,76.253665,230.737102,0.77696,0.85805,0.53136,26.46
252,76.25381,230.73944,0.77696,0.85805,0.53136,17.6
253,76.25397099999999,230.73733,0.77696,0.85805,0.53136,22.04
254,76.254132,230.73522000000003,0.7553300000000001,0.90748,0.5475800000000001,22.44
255,76.253958,230.737499,0.77696,0.85805,0.53136,23.27
256,76.2541,230.73987,0.77696,0.85805,0.53136,11.58
257,76.254262,230.737748,0.77696,0.85805,0.53136,21.86
258,76.254424,230.735626,0.77696,0.85805,0.53136,63.74
259,76.254251,230.737896,0.77696,0.85805,0.53136,20.21
260,76.254385,230.740363,0.77696,0.85805,0.53136,31.48
261,76.25455,230.738214,0.77696,0.85805,0.53136,16.35
262,76.254714,230.736065,0.77696,0.85805,0.53136,23.12
263,76.254544,230.738292,0.77696,0.85805,0.53136,16.92
264,76.254672,230.740839,0.77696,0.85805,0.53136,23.04
265,76.254837,230.738681,0.77696,0.85805,0.53136,18.66
266,76.255002,230.736522,0.77696,0.85805,0.53136,14.03
267,76.254836,230.738689,0.77696,0.85805,0.53136,17.93
268,76.25496,230.741307,0.77696,0.85805,0.53136,22.71
269,76.255124,230.739156,0.77696,0.85805,0.53136,19.38
270,76.25528800000001,230.737006,0.77696,0.85805,0.53136,14.1
271,76.25512900000001,230.739086,0.77696,0.85805,0.53136,18.46
272,76.255248,230.74176,0.77696,0.85805,0.53136,49.83
273,76.255411,230.73962200000005,0.77696,0.85805,0.53136,24.9
274,76.255575,230.737484,0.77696,0.85805,0.53136,13.76
275,76.255422,230.739482,0.77696,0.85805,0.53136,23.92
276,76.255538,230.742196,0.77696,0.85805,0.53136,62.95
277,76.2557,230.740069,0.77696,0.85805,0.53136,40.03
278,76.255862,230.737941,0.77696,0.85805,0.53136,28.44
279,76.25571500000001,230.739878,0.77696,0.85805,0.53136,38.12
280,76.255829,230.742625,0.77696,0.85805,0.53136,30.9
281,76.25599,230.740505,0.77696,0.85805,0.53136,46.65
282,76.256152,230.738385,0.787,0.84955,0.51977,39.29
283,76.256008,230.74027400000003,0.77696,0.85805,0.53136,46.69
284,76.25612,230.743038,0.7924,0.85419,0.52055,21.7
285,76.256281,230.740922,0.77696,0.85805,0.53136,25.12
286,76.256442,230.738807,0.787,0.84955,0.51977,29.13
287,76.2563,230.740669,0.77696,0.85805,0.53136,39.31
288,76.256412,230.743446,0.7924,0.85419,0.52055,15.68
289,76.256573,230.741332,0.787,0.84955,0.51977,36.93
290,76.256734,230.739217,0.787,0.84955,0.51977,19.81
291,76.25659300000001,230.741064,0.787,0.84955,0.51977,37.15
292,76.25670500000001,230.743852,0.7924,0.85419,0.52055,14.15
293,76.256865,230.741738,0.787,0.8557299999999999,0.51823,28.06
294,76.257025,230.739624,0.787,0.84955,0.51977,18.16
295,76.256886,230.741459,0.787,0.8557299999999999,0.51823,23.67
296,76.256997,230.74425,0.787,0.8557299999999999,0.51823,18.76
297,76.25715699999999,230.742137,0.787,0.8557299999999999,0.51823,21.16
298,76.25731800000001,230.740025,0.787,0.8557299999999999,0.51823,10.56
299,76.25717900000001,230.741852,0.787,0.8557299999999999,0.51823,20.64
300,76.25729,230.744643,0.787,0.8557299999999999,0.51823,21.78
301,76.25745,230.742529,0.787,0.8557299999999999,0.51823,22.0
302,76.257611,230.740415,0.787,0.8557299999999999,0.51823,16.25
303,76.25747199999999,230.742246,0.787,0.8557299999999999,0.51823,20.58
304,76.257584,230.745034,0.787,0.8557299999999999,0.51823,19.56
305,76.25774399999999,230.742917,0.787,0.8557299999999999,0.51823,26.05
306,76.25790400000001,230.7408,0.787,0.8557299999999999,0.51823,18.85
307,76.257765,230.74263900000005,0.787,0.8557299999999999,0.51823,24.69
308,76.257878,230.74542,0.787,0.8557299999999999,0.51823,19.44
309,76.258038,230.7433,0.787,0.8557299999999999,0.51823,32.59
